From	To	Species	Gene Name
ENSG00000168214	NM_015874	Homo sapiens	recombination signal binding protein for immunoglobulin kappa J region
ENSG00000168214	NM_005349	Homo sapiens	recombination signal binding protein for immunoglobulin kappa J region
ENSG00000204519	NM_138347	Homo sapiens	zinc finger protein 551
ENSG00000221866	NM_001105543	Homo sapiens	plexin A4
ENSG00000221866	NM_020911	Homo sapiens	plexin A4
ENSG00000221866	NM_181775	Homo sapiens	plexin A4
ENSG00000123358	NM_173157	Homo sapiens	nuclear receptor subfamily 4, group A, member 1
ENSG00000123358	NM_002135	Homo sapiens	nuclear receptor subfamily 4, group A, member 1
ENSG00000164011	NM_015911	Homo sapiens	zinc finger protein 691
ENSG00000221869	NM_005195	Homo sapiens	CCAAT/enhancer binding protein (C/EBP), delta
ENSG00000060566	NM_032607	Homo sapiens	cAMP responsive element binding protein 3-like 3
ENSG00000182759	NM_201589	Homo sapiens	v-maf musculoaponeurotic fibrosarcoma oncogene homolog A (avian)
ENSG00000171540	NM_032109	Homo sapiens	orthopedia homeobox
ENSG00000171540	XM_002345816	Homo sapiens	orthopedia homeobox
ENSG00000154655	NM_173464	Homo sapiens	l(3)mbt-like 4 (Drosophila)
ENSG00000196628	NM_003199	Homo sapiens	transcription factor 4
ENSG00000196628	NM_001083962	Homo sapiens	transcription factor 4
ENSG00000113196	NM_004821	Homo sapiens	heart and neural crest derivatives expressed 1
ENSG00000103449	NM_001127892	Homo sapiens	sal-like 1 (Drosophila)
ENSG00000103449	NM_002968	Homo sapiens	sal-like 1 (Drosophila)
ENSG00000160094	NM_152493	Homo sapiens	zinc finger protein 362
ENSG00000102870	NM_001080417	Homo sapiens	zinc finger protein 629
ENSG00000137504	NM_001039618	Homo sapiens	CREB/ATF bZIP transcription factor
ENSG00000214022	NM_001099695	Homo sapiens	replication initiator 1
ENSG00000214022	NM_001099696	Homo sapiens	replication initiator 1
ENSG00000214022	NM_014374	Homo sapiens	replication initiator 1
ENSG00000214022	NM_013400	Homo sapiens	replication initiator 1
ENSG00000102878	NM_001538	Homo sapiens	heat shock transcription factor 4
ENSG00000102878	NM_001040667	Homo sapiens	heat shock transcription factor 4
ENSG00000134138	NM_002399	Homo sapiens	Meis homeobox 2
ENSG00000134138	NM_170674	Homo sapiens	Meis homeobox 2
ENSG00000134138	NM_172315	Homo sapiens	Meis homeobox 2
ENSG00000134138	NM_170676	Homo sapiens	Meis homeobox 2
ENSG00000134138	NM_170675	Homo sapiens	Meis homeobox 2
ENSG00000134138	NM_172316	Homo sapiens	Meis homeobox 2
ENSG00000134138	NM_170677	Homo sapiens	Meis homeobox 2
ENSG00000160199	NM_004571	Homo sapiens	PBX/knotted 1 homeobox 1
ENSG00000145908	NM_052860	Homo sapiens	zinc finger protein 300
ENSG00000143418	NM_181746	Homo sapiens	LAG1 homolog, ceramide synthase 2
ENSG00000143418	NM_022075	Homo sapiens	LAG1 homolog, ceramide synthase 2
ENSG00000115415	NM_007315	Homo sapiens	signal transducer and activator of transcription 1, 91kDa
ENSG00000115415	NM_139266	Homo sapiens	signal transducer and activator of transcription 1, 91kDa
ENSG00000134317	NM_014552	Homo sapiens	grainyhead-like 1 (Drosophila)
ENSG00000134317	NM_198182	Homo sapiens	grainyhead-like 1 (Drosophila)
ENSG00000124216	NM_005985	Homo sapiens	snail homolog 1 (Drosophila)
ENSG00000168310	NM_002199	Homo sapiens	interferon regulatory factor 2
ENSG00000154957	NM_144680	Homo sapiens	zinc finger protein 18
ENSG00000104447	NM_014112	Homo sapiens	trichorhinophalangeal syndrome I
ENSG00000143006	NM_033067	Homo sapiens	DMRT-like family B with proline-rich C-terminal, 1
ENSG00000152192	NM_006237	Homo sapiens	POU class 4 homeobox 1
ENSG00000115297	NM_016170	Homo sapiens	T-cell leukemia homeobox 2
ENSG00000188321	NM_032497	Homo sapiens	zinc finger protein 559
ENSG00000178229	NM_213598	Homo sapiens	zinc finger protein 543
ENSG00000160973	NM_003923	Homo sapiens	forkhead box H1
ENSG00000070476	NM_001040653	Homo sapiens	ZXD family zinc finger C
ENSG00000070476	NM_025112	Homo sapiens	ZXD family zinc finger C
ENSG00000198093	NM_023074	Homo sapiens	zinc finger protein 649
ENSG00000171532	NM_006160	Homo sapiens	neurogenic differentiation 2
ENSG00000106689	NM_004789	Homo sapiens	LIM homeobox 2
ENSG00000187079	NM_021961	Homo sapiens	TEA domain family member 1 (SV40 transcriptional enhancer factor)
ENSG00000184436	NM_030573	Homo sapiens	THAP domain containing 7
ENSG00000184436	NM_001008695	Homo sapiens	THAP domain containing 7
ENSG00000073282	NM_001114980	Homo sapiens	tumor protein p63
ENSG00000073282	NM_001114981	Homo sapiens	tumor protein p63
ENSG00000073282	NM_001114979	Homo sapiens	tumor protein p63
ENSG00000073282	NM_003722	Homo sapiens	tumor protein p63
ENSG00000073282	NM_001114978	Homo sapiens	tumor protein p63
ENSG00000073282	NM_001114982	Homo sapiens	tumor protein p63
ENSG00000174963	NM_001168378	Homo sapiens	Zic family member 4
ENSG00000174963	NM_001168379	Homo sapiens	Zic family member 4
ENSG00000174963	NM_032153	Homo sapiens	Zic family member 4
ENSG00000009950	NM_032953	Homo sapiens	MLX interacting protein-like
ENSG00000009950	NM_032954	Homo sapiens	MLX interacting protein-like
ENSG00000009950	NM_032951	Homo sapiens	MLX interacting protein-like
ENSG00000009950	NM_032952	Homo sapiens	MLX interacting protein-like
ENSG00000160967	NM_001913	Homo sapiens	cut-like homeobox 1
ENSG00000160967	NM_181552	Homo sapiens	cut-like homeobox 1
ENSG00000160967	NM_181500	Homo sapiens	cut-like homeobox 1
ENSG00000154227	NM_178842	Homo sapiens	LAG1 homolog, ceramide synthase 3
ENSG00000168286	NM_020457	Homo sapiens	THAP domain containing 11
ENSG00000119866	NM_022893	Homo sapiens	B-cell CLL/lymphoma 11A (zinc finger protein)
ENSG00000119866	NM_138559	Homo sapiens	B-cell CLL/lymphoma 11A (zinc finger protein)
ENSG00000119866	NM_018014	Homo sapiens	B-cell CLL/lymphoma 11A (zinc finger protein)
ENSG00000123364	NM_017410	Homo sapiens	homeobox C13
ENSG00000134323	NM_005378	Homo sapiens	v-myc myelocytomatosis viral related oncogene, neuroblastoma derived (avian)
ENSG00000119042	NM_015265	Homo sapiens	SATB homeobox 2
ENSG00000153896	NM_001007248	Homo sapiens	zinc finger protein 599
ENSG00000124827	NM_004752	Homo sapiens	glial cells missing homolog 2 (Drosophila)
ENSG00000120149	NM_002449	Homo sapiens	msh homeobox 2
ENSG00000149480	NM_004739	Homo sapiens	metastasis associated 1 family, member 2
ENSG00000197343	NM_138494	Homo sapiens	zinc finger protein 655
ENSG00000197343	NM_024061	Homo sapiens	zinc finger protein 655
ENSG00000197343	NM_001085366	Homo sapiens	zinc finger protein 655
ENSG00000197343	NM_001083956	Homo sapiens	zinc finger protein 655
ENSG00000197343	NM_001009958	Homo sapiens	zinc finger protein 655
ENSG00000197343	NM_001085368	Homo sapiens	zinc finger protein 655
ENSG00000197343	NM_001085367	Homo sapiens	zinc finger protein 655
ENSG00000197343	NM_001009960	Homo sapiens	zinc finger protein 655
ENSG00000189042	NM_152603	Homo sapiens	zinc finger protein 567
ENSG00000143437	NM_001668	Homo sapiens	aryl hydrocarbon receptor nuclear translocator
ENSG00000143437	NM_178427	Homo sapiens	aryl hydrocarbon receptor nuclear translocator
ENSG00000143437	NM_178426	Homo sapiens	aryl hydrocarbon receptor nuclear translocator
ENSG00000159184	NM_006361	Homo sapiens	homeobox B13
ENSG00000159387	NM_024335	Homo sapiens	iroquois homeobox 6
ENSG00000124232	NM_014276	Homo sapiens	recombination signal binding protein for immunoglobulin kappa J region-like
ENSG00000008196	NM_003221	Homo sapiens	transcription factor AP-2 beta (activating enhancer binding protein 2 beta)
ENSG00000008197	NM_172238	Homo sapiens	transcription factor AP-2 delta (activating enhancer binding protein 2 delta)
ENSG00000177606	NM_002228	Homo sapiens	jun oncogene
ENSG00000010818	NM_006734	Homo sapiens	human immunodeficiency virus type I enhancer binding protein 2
ENSG00000123576	NM_153448	Homo sapiens	ESX homeobox 1
ENSG00000036549	NM_015534	Homo sapiens	zinc finger, ZZ-type containing 3
ENSG00000187855	NM_203436	Homo sapiens	achaete-scute complex homolog 4 (Drosophila)
ENSG00000124813	NM_004348	Homo sapiens	runt-related transcription factor 2
ENSG00000124813	NM_001024630	Homo sapiens	runt-related transcription factor 2
ENSG00000124813	NM_001015051	Homo sapiens	runt-related transcription factor 2
ENSG00000165588	NM_021728	Homo sapiens	orthodenticle homeobox 2
ENSG00000165588	NM_172337	Homo sapiens	orthodenticle homeobox 2
ENSG00000134107	NM_003670	Homo sapiens	basic helix-loop-helix family, member e40
ENSG00000176399	NM_022160	Homo sapiens	DMRT-like family A1
ENSG00000143032	NM_020063	Homo sapiens	BarH-like homeobox 2
ENSG00000188171	NM_001076675	Homo sapiens	zinc finger protein 626
ENSG00000188171	NM_145297	Homo sapiens	zinc finger protein 626
ENSG00000116132	NM_006902	Homo sapiens	paired related homeobox 1
ENSG00000116132	NM_022716	Homo sapiens	paired related homeobox 1
ENSG00000213347	NM_031300	Homo sapiens	MAX dimerization protein 3
ENSG00000213347	NM_001142935	Homo sapiens	MAX dimerization protein 3
ENSG00000168267	NM_178161	Homo sapiens	pancreas specific transcription factor, 1a
ENSG00000174332	NM_147193	Homo sapiens	GLIS family zinc finger 1
ENSG00000186790	NM_012186	Homo sapiens	forkhead box E3
ENSG00000123388	NM_014212	Homo sapiens	homeobox C11
ENSG00000168062	NM_138456	Homo sapiens	basic leucine zipper transcription factor, ATF-like 2
ENSG00000168269	NM_144769	Homo sapiens	forkhead box I1
ENSG00000168269	NM_012188	Homo sapiens	forkhead box I1
ENSG00000174738	NM_005126	Homo sapiens	nuclear receptor subfamily 1, group D, member 2
ENSG00000174738	NM_001145425	Homo sapiens	nuclear receptor subfamily 1, group D, member 2
ENSG00000122180	NM_002479	Homo sapiens	myogenin (myogenic factor 4)
ENSG00000163435	NM_004433	Homo sapiens	E74-like factor 3 (ets domain transcription factor, epithelial-specific )
ENSG00000163435	NM_001114309	Homo sapiens	E74-like factor 3 (ets domain transcription factor, epithelial-specific )
ENSG00000158691	NM_001145043	Homo sapiens	zinc finger and SCAN domain containing 12
ENSG00000158691	NM_001163391	Homo sapiens	zinc finger and SCAN domain containing 12
ENSG00000153879	NM_001806	Homo sapiens	CCAAT/enhancer binding protein (C/EBP), gamma
ENSG00000187626	NM_019110	Homo sapiens	zinc finger with KRAB and SCAN domains 4
ENSG00000197566	NM_020787	Homo sapiens	zinc finger protein 624
ENSG00000143995	NM_002398	Homo sapiens	Meis homeobox 1
ENSG00000101096	NM_173091	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
ENSG00000101096	NM_001136021	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
ENSG00000101096	NM_012340	Homo sapiens	nuclear factor of activated T-cells, cytoplasmic, calcineurin-dependent 2
ENSG00000161298	NM_032825	Homo sapiens	zinc finger protein 382
ENSG00000131914	NM_024674	Homo sapiens	lin-28 homolog (C. elegans)
ENSG00000142528	NM_015428	Homo sapiens	zinc finger protein 473
ENSG00000142528	NM_001006656	Homo sapiens	zinc finger protein 473
ENSG00000083844	NM_003417	Homo sapiens	zinc finger protein 264
ENSG00000206289	NM_021976	Homo sapiens	retinoid X receptor, beta
ENSG00000198176	NM_007111	Homo sapiens	transcription factor Dp-1
ENSG00000118707	NM_021809	Homo sapiens	TGFB-induced factor homeobox 2
ENSG00000185278	NM_032522	Homo sapiens	zinc finger and BTB domain containing 37
ENSG00000185278	NM_001122770	Homo sapiens	zinc finger and BTB domain containing 37
ENSG00000143257	NM_001077471	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077481	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077482	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077470	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_005122	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077480	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077469	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077474	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077475	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077472	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077473	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077478	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077479	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077476	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000143257	NM_001077477	Homo sapiens	nuclear receptor subfamily 1, group I, member 3
ENSG00000198182	NM_032689	Homo sapiens	zinc finger protein 607
ENSG00000129514	NM_004496	Homo sapiens	forkhead box A1
ENSG00000131931	NM_199003	Homo sapiens	THAP domain containing, apoptosis associated protein 1
ENSG00000131931	NM_018105	Homo sapiens	THAP domain containing, apoptosis associated protein 1
ENSG00000112365	NM_001164313	Homo sapiens	zinc finger and BTB domain containing 24
ENSG00000112365	NM_014797	Homo sapiens	zinc finger and BTB domain containing 24
ENSG00000154727	NM_002040	Homo sapiens	GA binding protein transcription factor, alpha subunit 60kDa
ENSG00000134758	NM_016271	Homo sapiens	ring finger protein 138
ENSG00000134758	NM_198128	Homo sapiens	ring finger protein 138
ENSG00000161405	NM_183229	Homo sapiens	IKAROS family zinc finger 3 (Aiolos)
ENSG00000161405	NM_183228	Homo sapiens	IKAROS family zinc finger 3 (Aiolos)
ENSG00000161405	NM_183232	Homo sapiens	IKAROS family zinc finger 3 (Aiolos)
ENSG00000161405	NM_183231	Homo sapiens	IKAROS family zinc finger 3 (Aiolos)
ENSG00000161405	NM_183230	Homo sapiens	IKAROS family zinc finger 3 (Aiolos)
ENSG00000161405	NM_012481	Homo sapiens	IKAROS family zinc finger 3 (Aiolos)
ENSG00000029993	XM_929965	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000029993	NM_005342	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000029993	XM_002342586	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000029993	XM_001717725	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000029993	XM_001717176	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000029993	XM_001714426	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000029993	XM_001130734	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000029993	XM_939877	Homo sapiens	similar to high mobility group box 3; high-mobility group box 3
ENSG00000184677	NM_014870	Homo sapiens	zinc finger and BTB domain containing 40
ENSG00000184677	NM_001083621	Homo sapiens	zinc finger and BTB domain containing 40
ENSG00000105261	XM_001717165	Homo sapiens	similar to OVO homolog-like 1
ENSG00000105261	XM_001716321	Homo sapiens	similar to OVO homolog-like 1
ENSG00000105261	XM_001715091	Homo sapiens	similar to OVO homolog-like 1
ENSG00000174595	NM_138693	Homo sapiens	Kruppel-like factor 14
ENSG00000197576	NM_002141	Homo sapiens	homeobox A4
ENSG00000157613	NM_052854	Homo sapiens	cAMP responsive element binding protein 3-like 1
ENSG00000198185	NM_199441	Homo sapiens	zinc finger protein 334
ENSG00000198185	NM_018102	Homo sapiens	zinc finger protein 334
ENSG00000063587	NM_001080485	Homo sapiens	zinc finger protein 275
ENSG00000198081	NM_003409	Homo sapiens	zinc finger protein 161 homolog (mouse)
ENSG00000198081	NM_001143823	Homo sapiens	zinc finger protein 161 homolog (mouse)
ENSG00000101076	NM_001030004	Homo sapiens	hepatocyte nuclear factor 4, alpha
ENSG00000101076	NM_178850	Homo sapiens	hepatocyte nuclear factor 4, alpha
ENSG00000101076	NM_175914	Homo sapiens	hepatocyte nuclear factor 4, alpha
ENSG00000101076	NM_178849	Homo sapiens	hepatocyte nuclear factor 4, alpha
ENSG00000101076	NM_001030003	Homo sapiens	hepatocyte nuclear factor 4, alpha
ENSG00000101076	NM_000457	Homo sapiens	hepatocyte nuclear factor 4, alpha
ENSG00000070444	NM_020310	Homo sapiens	MAX binding protein
ENSG00000113722	NM_001804	Homo sapiens	caudal type homeobox 1
ENSG00000174586	NM_198458	Homo sapiens	zinc finger protein 497
ENSG00000149136	NM_003146	Homo sapiens	structure specific recognition protein 1
ENSG00000089486	NM_013399	Homo sapiens	chromosome 16 open reading frame 5
ENSG00000165556	NM_001265	Homo sapiens	caudal type homeobox 2
ENSG00000160961	NM_032433	Homo sapiens	zinc finger protein 333
ENSG00000148516	NM_001128128	Homo sapiens	zinc finger E-box binding homeobox 1
ENSG00000148516	NM_030751	Homo sapiens	zinc finger E-box binding homeobox 1
ENSG00000137309	XM_001720338	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000137309	XM_001719388	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000137309	NM_002131	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000137309	NM_145899	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000137309	XM_001718914	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000137309	NM_145905	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000137309	NM_145902	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000137309	NM_145901	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000137309	NM_145903	Homo sapiens	hypothetical LOC100130009; high mobility group AT-hook 1
ENSG00000184659	NM_199244	Homo sapiens	forkhead box D4-like 2; forkhead box D4-like 4
ENSG00000184659	NM_001099279	Homo sapiens	forkhead box D4-like 2; forkhead box D4-like 4
ENSG00000140548	NM_198526	Homo sapiens	zinc finger protein 710
ENSG00000125533	NM_080606	Homo sapiens	basic helix-loop-helix family, member e23
ENSG00000114861	NM_032682	Homo sapiens	forkhead box P1
ENSG00000114861	NM_001012505	Homo sapiens	forkhead box P1
ENSG00000197587	NM_147192	Homo sapiens	diencephalon/mesencephalon homeobox 1
ENSG00000197587	NM_172225	Homo sapiens	diencephalon/mesencephalon homeobox 1
ENSG00000173875	NM_153358	Homo sapiens	zinc finger protein 791
ENSG00000171735	NM_015215	Homo sapiens	calmodulin binding transcription activator 1
ENSG00000186766	NM_207426	Homo sapiens	forkhead box I2
ENSG00000174306	NM_015035	Homo sapiens	zinc fingers and homeoboxes 3
ENSG00000143067	XM_001716853	Homo sapiens	hypothetical LOC100130667; zinc finger protein 697
ENSG00000143067	XM_001716408	Homo sapiens	hypothetical LOC100130667; zinc finger protein 697
ENSG00000143067	XM_001715213	Homo sapiens	hypothetical LOC100130667; zinc finger protein 697
ENSG00000143067	NM_001080470	Homo sapiens	hypothetical LOC100130667; zinc finger protein 697
ENSG00000161277	NM_152658	Homo sapiens	THAP domain containing 8
ENSG00000169554	NM_014795	Homo sapiens	zinc finger E-box binding homeobox 2
ENSG00000169554	NM_001171653	Homo sapiens	zinc finger E-box binding homeobox 2
ENSG00000175832	NM_001986	Homo sapiens	ets variant 4
ENSG00000175832	NM_001079675	Homo sapiens	ets variant 4
ENSG00000123933	NM_006454	Homo sapiens	MAX dimerization protein 4
ENSG00000131910	NM_021969	Homo sapiens	nuclear receptor subfamily 0, group B, member 2
ENSG00000129535	NM_006177	Homo sapiens	neural retina leucine zipper
ENSG00000006194	NM_005741	Homo sapiens	zinc finger protein 263
ENSG00000187607	NM_001130842	Homo sapiens	zinc finger protein 286A
ENSG00000187607	NM_020652	Homo sapiens	zinc finger protein 286A
ENSG00000198597	NM_014717	Homo sapiens	zinc finger protein 536
ENSG00000167685	NM_018337	Homo sapiens	zinc finger protein 444
ENSG00000100426	NM_014838	Homo sapiens	zinc finger, BED-type containing 4
ENSG00000187098	NM_000248	Homo sapiens	microphthalmia-associated transcription factor
ENSG00000187098	NM_198177	Homo sapiens	microphthalmia-associated transcription factor
ENSG00000187098	NM_198159	Homo sapiens	microphthalmia-associated transcription factor
ENSG00000187098	NM_198158	Homo sapiens	microphthalmia-associated transcription factor
ENSG00000187098	NM_198178	Homo sapiens	microphthalmia-associated transcription factor
ENSG00000187098	NM_006722	Homo sapiens	microphthalmia-associated transcription factor
ENSG00000114853	NM_145166	Homo sapiens	zinc finger and BTB domain containing 47
ENSG00000142539	NM_003121	Homo sapiens	Spi-B transcription factor (Spi-1/PU.1 related)
ENSG00000168348	NM_032594	Homo sapiens	insulinoma-associated 2
ENSG00000064933	NM_000534	Homo sapiens	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)
ENSG00000064933	NM_001128143	Homo sapiens	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)
ENSG00000064933	NM_001128144	Homo sapiens	PMS1 postmeiotic segregation increased 1 (S. cerevisiae)
ENSG00000125740	NM_001114171	Homo sapiens	FBJ murine osteosarcoma viral oncogene homolog B
ENSG00000125740	NM_006732	Homo sapiens	FBJ murine osteosarcoma viral oncogene homolog B
ENSG00000185022	NM_152878	Homo sapiens	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
ENSG00000185022	NM_012323	Homo sapiens	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
ENSG00000185022	NM_001161572	Homo sapiens	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
ENSG00000185022	NM_001161573	Homo sapiens	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
ENSG00000185022	NM_001161574	Homo sapiens	v-maf musculoaponeurotic fibrosarcoma oncogene homolog F (avian)
ENSG00000198131	NM_014480	Homo sapiens	zinc finger protein 544
ENSG00000105976	NM_000245	Homo sapiens	met proto-oncogene (hepatocyte growth factor receptor)
ENSG00000105976	NM_001127500	Homo sapiens	met proto-oncogene (hepatocyte growth factor receptor)
ENSG00000198026	NM_022095	Homo sapiens	zinc finger protein 335
ENSG00000124092	NM_080618	Homo sapiens	CCCTC-binding factor (zinc finger protein)-like
ENSG00000203883	NM_018419	Homo sapiens	SRY (sex determining region Y)-box 18
ENSG00000159915	NM_181756	Homo sapiens	zinc finger protein 233
ENSG00000198028	NM_152476	Homo sapiens	zinc finger protein 560
ENSG00000159917	NM_004234	Homo sapiens	zinc finger protein 235
ENSG00000126603	NM_032575	Homo sapiens	GLIS family zinc finger 2
ENSG00000175691	NM_021217	Homo sapiens	zinc finger protein 77
ENSG00000125945	NM_001077195	Homo sapiens	zinc finger protein 436
ENSG00000125945	NM_030634	Homo sapiens	zinc finger protein 436
ENSG00000137166	NM_138457	Homo sapiens	forkhead box P4
ENSG00000137166	NM_001012427	Homo sapiens	forkhead box P4
ENSG00000137166	NM_001012426	Homo sapiens	forkhead box P4
ENSG00000160113	NM_005234	Homo sapiens	nuclear receptor subfamily 2, group F, member 6
ENSG00000178951	NM_015898	Homo sapiens	zinc finger and BTB domain containing 7A
ENSG00000126804	NM_014950	Homo sapiens	zinc finger and BTB domain containing 1
ENSG00000126804	NM_001123329	Homo sapiens	zinc finger and BTB domain containing 1
ENSG00000156925	NM_003413	Homo sapiens	Zic family member 3 (odd-paired homolog, Drosophila)
ENSG00000150347	NM_032199	Homo sapiens	AT rich interactive domain 5B (MRF1-like)
ENSG00000101057	NM_002466	Homo sapiens	v-myb myeloblastosis viral oncogene homolog (avian)-like 2
ENSG00000134595	NM_005634	Homo sapiens	SRY (sex determining region Y)-box 3
ENSG00000198146	NM_014106	Homo sapiens	zinc finger protein 770
ENSG00000083817	NM_017879	Homo sapiens	zinc finger protein 416
ENSG00000105967	NM_001018058	Homo sapiens	transcription factor EC
ENSG00000105967	NM_012252	Homo sapiens	transcription factor EC
ENSG00000083812	NM_014347	Homo sapiens	zinc finger protein 324
ENSG00000083814	NM_024833	Homo sapiens	zinc finger protein 671
ENSG00000160321	NM_007153	Homo sapiens	zinc finger protein 208
ENSG00000156127	NM_006399	Homo sapiens	basic leucine zipper transcription factor, ATF-like
ENSG00000113916	NM_001134738	Homo sapiens	B-cell CLL/lymphoma 6
ENSG00000113916	NM_001130845	Homo sapiens	B-cell CLL/lymphoma 6
ENSG00000113916	NM_001706	Homo sapiens	B-cell CLL/lymphoma 6
ENSG00000124496	NM_033502	Homo sapiens	transcriptional regulating factor 1
ENSG00000196812	NM_025231	Homo sapiens	zinc finger and SCAN domain containing 16
ENSG00000163909	NM_014571	Homo sapiens	hairy/enhancer-of-split related with YRPW motif-like
ENSG00000185960	NM_006883	Homo sapiens	short stature homeobox
ENSG00000185960	NM_000451	Homo sapiens	short stature homeobox
ENSG00000159905	NM_001144824	Homo sapiens	zinc finger protein 234
ENSG00000159905	NM_006630	Homo sapiens	zinc finger protein 234
ENSG00000179965	NM_001142305	Homo sapiens	zinc finger protein 771
ENSG00000179965	NM_016643	Homo sapiens	zinc finger protein 771
ENSG00000140836	NM_001164766	Homo sapiens	zinc finger homeobox 3; hypothetical LOC100132068
ENSG00000140836	NM_006885	Homo sapiens	zinc finger homeobox 3; hypothetical LOC100132068
ENSG00000113716	NM_014983	Homo sapiens	HMG box domain containing 3
ENSG00000198346	NM_001004301	Homo sapiens	zinc finger protein 813
ENSG00000172748	NM_001042416	Homo sapiens	zinc finger protein 596
ENSG00000172748	NM_173539	Homo sapiens	zinc finger protein 596
ENSG00000172748	NM_001042415	Homo sapiens	zinc finger protein 596
ENSG00000180855	NM_005815	Homo sapiens	zinc finger protein 443
ENSG00000198342	NM_030824	Homo sapiens	zinc finger protein 442
ENSG00000125952	NM_002382	Homo sapiens	MYC associated factor X
ENSG00000125952	NM_197957	Homo sapiens	MYC associated factor X
ENSG00000125952	NM_145114	Homo sapiens	MYC associated factor X
ENSG00000125952	NM_145112	Homo sapiens	MYC associated factor X
ENSG00000125952	NM_145113	Homo sapiens	MYC associated factor X
ENSG00000125952	NM_145116	Homo sapiens	MYC associated factor X
ENSG00000206454	NM_203289	Homo sapiens	POU class 5 homeobox 1
ENSG00000206454	NM_002701	Homo sapiens	POU class 5 homeobox 1
ENSG00000198153	NM_001145404	Homo sapiens	zinc finger protein 506
ENSG00000198153	NM_001099269	Homo sapiens	zinc finger protein 506
ENSG00000111087	NM_001167609	Homo sapiens	GLI family zinc finger 1
ENSG00000111087	NM_001160045	Homo sapiens	GLI family zinc finger 1
ENSG00000111087	NM_005269	Homo sapiens	GLI family zinc finger 1
ENSG00000136504	NM_007067	Homo sapiens	MYST histone acetyltransferase 2; similar to MYST histone acetyltransferase 2
ENSG00000175879	NM_019558	Homo sapiens	homeobox D8
ENSG00000105750	NM_003429	Homo sapiens	zinc finger protein 85
ENSG00000151612	NM_178835	Homo sapiens	zinc finger protein 827
ENSG00000198046	NM_022103	Homo sapiens	zinc finger protein 667
ENSG00000121075	NM_018488	Homo sapiens	T-box 4
ENSG00000083828	NM_017652	Homo sapiens	zinc finger protein 586
ENSG00000066136	NM_001142590	Homo sapiens	nuclear transcription factor Y, gamma
ENSG00000066136	NM_001142589	Homo sapiens	nuclear transcription factor Y, gamma
ENSG00000066136	NM_001142587	Homo sapiens	nuclear transcription factor Y, gamma
ENSG00000066136	NM_001142588	Homo sapiens	nuclear transcription factor Y, gamma
ENSG00000066136	NM_014223	Homo sapiens	nuclear transcription factor Y, gamma
ENSG00000215271	NM_020834	Homo sapiens	homeobox and leucine zipper encoding
ENSG00000089902	NM_015156	Homo sapiens	REST corepressor 1
