From	To	Species	Gene Name
ENSMUSG00000078897	NM_001100415	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_902710	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_001472180	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_001487779	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	NM_001099327	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_001472096	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_001481230	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_902322	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	NM_001099349	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_001004273	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_001480593	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_902680	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_001480589	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078897	XM_001480597	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000068966	NM_001085507	Mus musculus	zinc finger and BTB domain containing 34
ENSMUSG00000068966	XM_992685	Mus musculus	zinc finger and BTB domain containing 34
ENSMUSG00000068966	XM_140881	Mus musculus	zinc finger and BTB domain containing 34
ENSMUSG00000078896	XM_001004267	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078896	NM_001033123	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078896	XM_001480623	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078896	XM_001480068	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078896	XM_001004283	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078896	XM_194572	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078896	XM_001481228	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000021469	NM_013601	Mus musculus	similar to homeobox protein; homeobox, msh-like 2
ENSMUSG00000021469	XM_001475886	Mus musculus	similar to homeobox protein; homeobox, msh-like 2
ENSMUSG00000058291	NM_001163797	Mus musculus	zinc finger protein 68
ENSMUSG00000058291	NM_013844	Mus musculus	zinc finger protein 68
ENSMUSG00000058291	NM_001044747	Mus musculus	zinc finger protein 68
ENSMUSG00000074607	XM_001476502	Mus musculus	TOX high mobility group box family member 2
ENSMUSG00000074607	NM_001098799	Mus musculus	TOX high mobility group box family member 2
ENSMUSG00000074607	XM_001481188	Mus musculus	TOX high mobility group box family member 2
ENSMUSG00000074607	XM_001476490	Mus musculus	TOX high mobility group box family member 2
ENSMUSG00000028654	NM_008506	Mus musculus	v-myc myelocytomatosis viral oncogene homolog 1, lung carcinoma derived (avian)
ENSMUSG00000034777	NM_011912	Mus musculus	ventral anterior homeobox containing gene 2
ENSMUSG00000032727	XM_001473689	Mus musculus	mesoderm induction early response 1, family member 3; similar to Mier3 protein
ENSMUSG00000032727	NM_172593	Mus musculus	mesoderm induction early response 1, family member 3; similar to Mier3 protein
ENSMUSG00000078898	XM_001004267	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078898	NM_001033123	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078898	XM_001480623	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078898	XM_001480068	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078898	XM_001004283	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078898	XM_194572	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078898	XM_001481228	Mus musculus	ethanol induced 1; predicted gene 4245; predicted gene 8898; predicted gene 8923; predicted gene 14420; predicted gene 4723
ENSMUSG00000078899	NM_001164689	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001480586	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001480607	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	NM_001101804	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001480913	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	NM_001113806	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001481229	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	NM_001100416	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	NM_001100415	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_902710	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001472180	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001487779	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	NM_001099327	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001472096	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001481230	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_902322	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	NM_001099349	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001004273	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001480593	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_902680	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001480589	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
ENSMUSG00000078899	XM_001480597	Mus musculus	predicted gene 2007; predicted gene 4724; predicted gene 14410; predicted gene, OTTMUSG00000016609; RIKEN cDNA 0610010B08 gene; RIKEN cDNA 3100002L24 gene; predicted gene 14308; predicted gene 14326; predicted gene 14434; predicted gene, 100043387; predicted gene 4631; predicted gene 14430
